Frame,Angle,Level
1776,Close-up,High Angle
1777,Close-up,High Angle
1778,Close-up,High Angle
1779,Close-up,High Angle
1780,Close-up,High Angle
1781,Close-up,High Angle
1782,Close-up,High Angle
1783,Close-up,High Angle
1784,Close-up,High Angle
1785,Close-up,High Angle
1786,Close-up,High Angle
1787,Close-up,High Angle
1788,Close-up,High Angle
1789,Close-up,High Angle
1790,Close-up,High Angle
1791,Close-up,High Angle
1792,Close-up,High Angle
1793,Close-up,High Angle
1794,Close-up,High Angle
1795,Close-up,High Angle
1796,Close-up,High Angle
1797,Close-up,High Angle
1798,Close-up,High Angle
1799,Close-up,High Angle
1800,Close-up,High Angle
1801,Close-up,High Angle
1802,Close-up,High Angle
1803,Close-up,High Angle
1804,Close-up,High Angle
1805,Close-up,High Angle
1806,Close-up,High Angle
1807,Close-up,High Angle
1808,Close-up,High Angle
1809,Close-up,High Angle
1810,Close-up,High Angle
1811,Close-up,High Angle
1812,Close-up,High Angle
1813,Close-up,High Angle
1814,Close-up,High Angle
1815,Close-up,High Angle
1816,Close-up,High Angle
1817,Close-up,High Angle
1818,Close-up,High Angle
1819,Close-up,High Angle
1820,Close-up,High Angle
1821,Close-up,High Angle
1822,Close-up,High Angle
1823,Close-up,High Angle
1824,Close-up,High Angle
1825,Close-up,High Angle
1826,Close-up,High Angle
1827,Close-up,High Angle
1828,Close-up,High Angle
1829,Close-up,High Angle
1830,Close-up,High Angle
1831,Close-up,High Angle
1832,Close-up,High Angle
1833,Close-up,High Angle
1834,Close-up,High Angle
1835,Close-up,High Angle
1836,Close-up,High Angle
1837,Close-up,High Angle
1838,Close-up,High Angle
1839,Close-up,High Angle
1840,Close-up,High Angle
1841,Close-up,High Angle
1842,Close-up,High Angle
1843,Close-up,High Angle
1844,Close-up,High Angle
1845,Close-up,High Angle
1846,Close-up,High Angle
1847,Close-up,High Angle
1848,Close-up,High Angle
1849,Close-up,High Angle
1850,Close-up,High Angle
1851,Close-up,High Angle
1852,Medium Shot,High Angle
1853,Close-up,High Angle
1854,Close-up,High Angle
1855,Medium Shot,High Angle
1856,Close-up,High Angle
1857,Close-up,High Angle
1858,Close-up,High Angle
1859,Close-up,High Angle
1860,Close-up,High Angle
1861,Close-up,High Angle
1862,Close-up,High Angle
1863,Close-up,High Angle
1864,Close-up,High Angle
1865,Close-up,High Angle
1866,Close-up,High Angle
1867,Close-up,High Angle
1868,Close-up,High Angle
1869,Close-up,High Angle
1870,Close-up,High Angle
1871,Close-up,High Angle
1872,Close-up,High Angle
1873,Close-up,High Angle
1874,Medium Shot,High Angle
1875,Medium Shot,High Angle
1876,Close-up,High Angle
1877,Close-up,High Angle
1878,Close-up,High Angle
1879,Close-up,High Angle
1880,Close-up,High Angle
1881,Close-up,High Angle
1882,Close-up,High Angle
1883,Close-up,High Angle
1884,Close-up,High Angle
1885,Close-up,High Angle
1886,Close-up,High Angle
1887,Close-up,High Angle
1888,Close-up,High Angle
1889,Close-up,High Angle
1890,Close-up,High Angle
1891,Close-up,High Angle
1892,Close-up,High Angle
1893,Close-up,High Angle
1894,Close-up,High Angle
1895,Close-up,High Angle
1896,Close-up,High Angle
1897,Close-up,High Angle
1898,Close-up,High Angle
1899,Close-up,High Angle
1900,Close-up,High Angle
1901,Close-up,High Angle
1902,Close-up,High Angle
1903,Close-up,High Angle
1904,Close-up,High Angle
1905,Close-up,High Angle
1906,Close-up,High Angle
1907,Close-up,High Angle
1908,Medium Shot,High Angle
1909,Close-up,High Angle
1910,Medium Shot,High Angle
1911,Medium Shot,High Angle
1912,Medium Shot,High Angle
1913,Medium Shot,High Angle
1914,Medium Shot,High Angle
1915,Close-up,High Angle
1916,Medium Shot,High Angle
1917,Medium Shot,High Angle
1918,Close-up,High Angle
1919,Close-up,High Angle
1920,Close-up,High Angle
1921,Close-up,High Angle
1922,Close-up,High Angle
1923,Close-up,High Angle
1924,Close-up,High Angle
1925,Close-up,High Angle
1926,Close-up,High Angle
1927,Close-up,High Angle
1928,Close-up,High Angle
1929,Close-up,High Angle
1930,Close-up,High Angle
1931,Close-up,High Angle
1932,Close-up,High Angle
1933,Close-up,High Angle
1934,Close-up,High Angle
1935,Close-up,High Angle
1936,Close-up,High Angle
1937,Close-up,High Angle
1938,Close-up,High Angle
1939,Close-up,High Angle
1940,Close-up,High Angle
1941,Close-up,High Angle
1942,Close-up,High Angle
1943,Close-up,High Angle
1944,Medium Shot,High Angle
1945,Close-up,Worm's Eye View
1946,Close-up,High Angle
1947,Close-up,High Angle
1948,Close-up,High Angle
1949,Close-up,High Angle
1950,Close-up,High Angle
1951,Close-up,High Angle
1952,Close-up,High Angle
1953,Close-up,High Angle
1954,Close-up,High Angle
1955,Close-up,High Angle
1956,Close-up,High Angle
1957,Close-up,High Angle
1958,Close-up,High Angle
1959,Close-up,High Angle
1960,Close-up,High Angle
1961,Close-up,High Angle
1962,Close-up,High Angle
1963,Close-up,High Angle
1964,Close-up,High Angle
1965,Close-up,High Angle
1966,Close-up,High Angle
1967,Close-up,High Angle
1968,Close-up,High Angle
1969,Close-up,High Angle
1970,Close-up,High Angle
1971,Close-up,High Angle
1972,Medium Shot,High Angle
1973,Medium Shot,High Angle
1974,Medium Shot,High Angle
1975,Medium Shot,High Angle
1976,Medium Shot,High Angle
1977,Medium Shot,High Angle
1978,Medium Shot,High Angle
1979,Medium Shot,High Angle
1980,Medium Shot,High Angle
1981,Close-up,High Angle
1982,Medium Shot,High Angle
1983,Medium Shot,High Angle
1984,Medium Shot,High Angle
1985,Close-up,High Angle
1986,Medium Shot,High Angle
1987,Close-up,High Angle
1988,Close-up,High Angle
1989,Close-up,High Angle
1990,Close-up,High Angle
1991,Close-up,High Angle
1992,Close-up,High Angle
1993,Close-up,High Angle
1994,Close-up,High Angle
1995,Close-up,High Angle
1996,Close-up,High Angle
1997,Close-up,High Angle
1998,Close-up,High Angle
1999,Close-up,High Angle
2000,Medium Shot,High Angle
2001,Close-up,High Angle
2002,Close-up,High Angle
2003,Close-up,High Angle
2004,Close-up,High Angle
2005,Close-up,High Angle
2006,Close-up,High Angle
2007,Close-up,High Angle
2008,Close-up,High Angle
2009,Close-up,High Angle
2010,Close-up,High Angle
2011,Close-up,High Angle
2012,Close-up,High Angle
2013,Close-up,High Angle
2014,Close-up,High Angle
2015,Close-up,High Angle
2016,Close-up,High Angle
2017,Close-up,High Angle
2018,Close-up,High Angle
2019,Close-up,High Angle
2020,Close-up,High Angle
2021,Close-up,High Angle
2022,Close-up,High Angle
2023,Close-up,High Angle
2024,Close-up,High Angle
2025,Close-up,High Angle
2026,Close-up,High Angle
2027,Close-up,High Angle
2028,Close-up,High Angle
2029,Close-up,High Angle
2030,Close-up,High Angle
2031,Close-up,High Angle
2032,Close-up,High Angle
2033,Close-up,High Angle
2034,Close-up,High Angle
2035,Close-up,High Angle
2036,Close-up,High Angle
2037,Close-up,High Angle
2038,Close-up,High Angle
2039,Close-up,High Angle
2040,Close-up,High Angle
2041,Close-up,High Angle
2042,Close-up,High Angle
2043,Close-up,High Angle
2044,Close-up,High Angle
2045,Close-up,High Angle
2046,Close-up,High Angle
2047,Close-up,High Angle
2048,Close-up,High Angle
2049,Close-up,High Angle
2050,Close-up,High Angle
2051,Close-up,High Angle
2052,Close-up,High Angle
2053,Close-up,High Angle
2054,Close-up,High Angle
2055,Close-up,High Angle
2056,Close-up,High Angle
2057,Close-up,High Angle
2058,Close-up,High Angle
2059,Close-up,High Angle
2060,Close-up,High Angle
2061,Close-up,High Angle
2062,Close-up,High Angle
2063,Close-up,High Angle
2064,Medium Shot,High Angle
2065,Medium Shot,High Angle
2066,Medium Shot,High Angle
2067,Medium Shot,High Angle
2068,Medium Shot,High Angle
2069,Medium Shot,High Angle
2070,Medium Shot,High Angle
2071,Medium Shot,High Angle
2072,Close-up,High Angle
2073,Close-up,High Angle
2074,Close-up,High Angle
2075,Medium Shot,High Angle
2076,Close-up,High Angle
2077,Close-up,High Angle
2078,Close-up,High Angle
2079,Close-up,High Angle
2080,Close-up,High Angle
2081,Close-up,High Angle
2082,Close-up,High Angle
2083,Close-up,High Angle
2084,Close-up,High Angle
2085,Close-up,High Angle
2086,Close-up,High Angle
2087,Close-up,High Angle
2088,Close-up,High Angle
2089,Close-up,High Angle
2090,Close-up,High Angle
2091,Close-up,High Angle
2092,Close-up,High Angle
2093,Close-up,High Angle
2094,Close-up,High Angle
2095,Close-up,High Angle
2096,Close-up,High Angle
2097,Close-up,High Angle
2098,Close-up,High Angle
2099,Close-up,High Angle
2100,Close-up,High Angle
2101,Close-up,High Angle
2102,Close-up,High Angle
2103,Close-up,High Angle
2104,Close-up,High Angle
2105,Close-up,High Angle
2106,Close-up,High Angle
2107,Close-up,High Angle
2108,Close-up,High Angle
2109,Close-up,High Angle
2110,Close-up,High Angle
2111,Close-up,High Angle
2112,Close-up,High Angle
2113,Close-up,High Angle
2114,Close-up,High Angle
2115,Close-up,High Angle
2116,Close-up,High Angle
2117,Close-up,High Angle
2118,Close-up,High Angle
2119,Close-up,High Angle
2120,Close-up,High Angle
2121,Close-up,High Angle
2122,Close-up,High Angle
2123,Close-up,High Angle
2124,Close-up,High Angle
2125,Close-up,High Angle
2126,Close-up,High Angle
2127,Close-up,High Angle
2128,Close-up,High Angle
2129,Close-up,High Angle
2130,Close-up,High Angle
2131,Close-up,High Angle
2132,Close-up,High Angle
2133,Close-up,High Angle
2134,Close-up,High Angle
2135,Close-up,High Angle
2136,Close-up,High Angle
2137,Close-up,High Angle
2138,Close-up,High Angle
2139,Close-up,High Angle
2140,Close-up,High Angle
2141,Close-up,High Angle
2142,Close-up,High Angle
2143,Close-up,High Angle
2144,Close-up,High Angle
2145,Close-up,High Angle
2146,Close-up,High Angle
2147,Close-up,High Angle
2148,Close-up,High Angle
2149,Close-up,High Angle
2150,Close-up,High Angle
2151,Close-up,High Angle
2152,Close-up,High Angle
2153,Close-up,High Angle
2154,Close-up,High Angle
2155,Medium Shot,Eye Level
2156,Medium Shot,Dutch Tilt
2157,Medium Shot,Dutch Tilt
2158,Medium Shot,Dutch Tilt
2159,Medium Shot,Dutch Tilt
2160,Medium Shot,Dutch Tilt
2161,Medium Shot,Dutch Tilt
2162,Medium Shot,Dutch Tilt
2163,Medium Shot,Eye Level
2164,Medium Shot,Eye Level
2165,Medium Shot,Eye Level
2166,Medium Shot,Eye Level
2167,Medium Shot,Eye Level
2168,Medium Shot,Eye Level
2169,Close-up,High Angle
2170,Close-up,High Angle
2171,Close-up,Eye Level
2172,Close-up,Eye Level
2173,Close-up,Eye Level
2174,Close-up,High Angle
2175,Close-up,High Angle
2176,Medium Shot,High Angle
2177,Medium Shot,Eye Level
2178,Medium Shot,Eye Level
2179,Medium Shot,Eye Level
2180,Medium Shot,Eye Level
2181,Medium Shot,Eye Level
2182,Medium Shot,Eye Level
2183,Medium Shot,Eye Level
2184,Medium Shot,Eye Level
2185,Medium Shot,Eye Level
2186,Medium Shot,Eye Level
2187,Medium Shot,Eye Level
2188,Medium Shot,Eye Level
2189,Medium Shot,Eye Level
2190,Medium Shot,Eye Level
2191,Medium Shot,Eye Level
2192,Medium Shot,Eye Level
2193,Medium Shot,Eye Level
2194,Medium Shot,Eye Level
2195,Medium Shot,Dutch Tilt
2196,Medium Shot,Eye Level
2197,Medium Shot,Eye Level
2198,Medium Shot,Eye Level
2199,Medium Shot,Eye Level
2200,Medium Shot,Eye Level
2201,Medium Shot,Eye Level
2202,Medium Shot,Eye Level
2203,Medium Shot,Eye Level
2204,Medium Shot,Eye Level
2205,Medium Shot,Eye Level
2206,Medium Shot,Eye Level
2207,Medium Shot,Eye Level
2208,Medium Shot,Eye Level
2209,Medium Shot,Eye Level
2210,Medium Shot,Eye Level
2211,Medium Shot,Eye Level
2212,Medium Shot,Eye Level
2213,Medium Shot,Eye Level
2214,Medium Shot,Eye Level
2215,Medium Shot,Eye Level
2216,Medium Shot,Eye Level
2217,Medium Shot,Eye Level
2218,Medium Shot,Eye Level
2219,Medium Shot,Eye Level
2220,Medium Shot,Eye Level
2221,Medium Shot,Eye Level
2222,Medium Shot,Eye Level
2223,Medium Shot,Eye Level
2224,Medium Shot,Eye Level
2225,Medium Shot,Eye Level
2226,Medium Shot,Eye Level
2227,Medium Shot,Eye Level
2228,Medium Shot,Eye Level
2229,Medium Shot,Eye Level
2230,Medium Shot,Eye Level
2231,Medium Shot,Eye Level
2232,Medium Shot,Eye Level
2233,Medium Shot,Eye Level
2234,Medium Shot,Eye Level
2235,Medium Shot,Eye Level
2236,Medium Shot,Eye Level
2237,Medium Shot,Eye Level
2238,Medium Shot,Eye Level
2239,Medium Shot,Eye Level
2240,Medium Shot,Eye Level
2241,Medium Shot,Eye Level
2242,Medium Shot,Eye Level
2243,Medium Shot,Eye Level
2244,Medium Shot,Eye Level
2245,Medium Shot,Eye Level
2246,Medium Shot,Eye Level
2247,Medium Shot,Eye Level
2248,Medium Shot,Eye Level
2249,Medium Shot,Eye Level
2250,Medium Shot,Eye Level
2251,Medium Shot,Eye Level
2252,Medium Shot,Eye Level
2253,Medium Shot,Eye Level
2254,Medium Shot,Eye Level
2255,Medium Shot,Eye Level
2256,Medium Shot,Eye Level
2257,Medium Shot,Eye Level
2258,Medium Shot,Eye Level
2259,Medium Shot,Eye Level
2260,Medium Shot,Eye Level
2261,Medium Shot,Eye Level
2262,Medium Shot,Eye Level
2263,Medium Shot,Eye Level
2264,Medium Shot,Eye Level
2265,Medium Shot,Eye Level
2266,Medium Shot,Eye Level
2267,Medium Shot,Eye Level
2268,Medium Shot,Eye Level
2269,Medium Shot,Dutch Tilt
2270,Medium Shot,Dutch Tilt
2271,Medium Shot,Dutch Tilt
2272,Medium Shot,Dutch Tilt
2273,Medium Shot,Dutch Tilt
2274,Medium Shot,Dutch Tilt
2275,Medium Shot,Eye Level
2276,Medium Shot,Eye Level
2277,Medium Shot,Eye Level
2278,Medium Shot,Eye Level
2279,Medium Shot,Eye Level
2280,Medium Shot,Eye Level
2281,Medium Shot,Eye Level
2282,Medium Shot,Eye Level
2283,Medium Shot,Eye Level
2284,Medium Shot,Eye Level
2285,Medium Shot,Eye Level
2286,Medium Shot,Eye Level
2287,Medium Shot,Eye Level
2288,Medium Shot,Eye Level
2289,Medium Shot,Eye Level
2290,Medium Shot,Eye Level
2291,Medium Shot,Eye Level
2292,Close-up,Worm's Eye View
2293,Close-up,Worm's Eye View
2294,Close-up,Worm's Eye View
2295,Close-up,Worm's Eye View
2296,Close-up,High Angle
2297,Close-up,High Angle
2298,Close-up,High Angle
2299,Close-up,High Angle
2300,Close-up,High Angle
2301,Close-up,High Angle
2302,Close-up,High Angle
2303,Close-up,High Angle
2304,Close-up,High Angle
2305,Close-up,High Angle
2306,Close-up,High Angle
2307,Close-up,High Angle
2308,Close-up,High Angle
2309,Close-up,High Angle
2310,Close-up,Worm's Eye View
2311,Close-up,High Angle
2312,Close-up,High Angle
2313,Close-up,High Angle
2314,Close-up,High Angle
2315,Close-up,High Angle
2316,Close-up,High Angle
2317,Close-up,High Angle
2318,Close-up,High Angle
2319,Close-up,High Angle
2320,Close-up,High Angle
2321,Close-up,High Angle
2322,Close-up,High Angle
2323,Close-up,High Angle
2324,Close-up,High Angle
2325,Close-up,High Angle
2326,Close-up,High Angle
2327,Close-up,High Angle
2328,Close-up,High Angle
2329,Close-up,High Angle
2330,Close-up,High Angle
2331,Close-up,High Angle
2332,Close-up,High Angle
2333,Close-up,High Angle
2334,Close-up,High Angle
2335,Close-up,High Angle
2336,Close-up,High Angle
2337,Close-up,High Angle
2338,Close-up,High Angle
2339,Close-up,High Angle
2340,Close-up,High Angle
2341,Close-up,High Angle
2342,Close-up,High Angle
2343,Close-up,High Angle
2344,Close-up,High Angle
2345,Close-up,High Angle
2346,Close-up,High Angle
2347,Close-up,High Angle
2348,Close-up,High Angle
2349,Close-up,High Angle
2350,Close-up,High Angle
2351,Close-up,High Angle
2352,Close-up,High Angle
2353,Close-up,High Angle
2354,Close-up,High Angle
2355,Close-up,High Angle
2356,Close-up,High Angle
2357,Close-up,High Angle
2358,Close-up,High Angle
2359,Close-up,High Angle
2360,Close-up,High Angle
2361,Close-up,High Angle
2362,Close-up,High Angle
2363,Close-up,High Angle
2364,Close-up,High Angle
2365,Close-up,High Angle
2366,Close-up,High Angle
2367,Close-up,High Angle
2368,Close-up,High Angle
2369,Close-up,High Angle
2370,Close-up,High Angle
2371,Close-up,High Angle
2372,Close-up,High Angle
2373,Close-up,High Angle
2374,Close-up,High Angle
2375,Close-up,High Angle
2376,Close-up,High Angle
2377,Close-up,High Angle
2378,Close-up,High Angle
2379,Close-up,High Angle
2380,Close-up,High Angle
2381,Close-up,High Angle
2382,Close-up,High Angle
2383,Close-up,High Angle
2384,Close-up,High Angle
2385,Close-up,High Angle
2386,Close-up,High Angle
2387,Close-up,High Angle
2388,Close-up,High Angle
2389,Close-up,High Angle
2390,Close-up,High Angle
2391,Close-up,High Angle
2392,Close-up,High Angle
2393,Close-up,High Angle
2394,Close-up,High Angle
2395,Close-up,High Angle
2396,Close-up,High Angle
2397,Close-up,High Angle
2398,Close-up,High Angle
2399,Close-up,High Angle
2400,Close-up,High Angle
2401,Close-up,High Angle
2402,Close-up,High Angle
2403,Close-up,High Angle
2404,Medium Shot,High Angle
2405,Close-up,High Angle
2406,Close-up,High Angle
2407,Close-up,High Angle
2408,Close-up,High Angle
2409,Close-up,High Angle
2410,Close-up,High Angle
2411,Close-up,High Angle
2412,Close-up,High Angle
2413,Close-up,High Angle
2414,Close-up,High Angle
2415,Close-up,High Angle
2416,Close-up,High Angle
2417,Close-up,High Angle
2418,Close-up,High Angle
2419,Close-up,High Angle
2420,Close-up,High Angle
2421,Close-up,High Angle
2422,Close-up,High Angle
2423,Close-up,High Angle
2424,Close-up,High Angle
2425,Close-up,High Angle
2426,Close-up,High Angle
2427,Close-up,High Angle
2428,Close-up,High Angle
2429,Close-up,High Angle
2430,Close-up,High Angle
2431,Close-up,High Angle
2432,Close-up,High Angle
2433,Close-up,High Angle
2434,Close-up,High Angle
2435,Close-up,High Angle
2436,Close-up,High Angle
2437,Close-up,High Angle
2438,Close-up,High Angle
2439,Close-up,High Angle
2440,Close-up,High Angle
2441,Close-up,High Angle
2442,Close-up,High Angle
2443,Close-up,High Angle
2444,Close-up,High Angle
2445,Close-up,High Angle
2446,Close-up,High Angle
2447,Close-up,High Angle
2448,Close-up,High Angle
2449,Close-up,High Angle
2450,Close-up,High Angle
2451,Close-up,High Angle
2452,Close-up,High Angle
2453,Close-up,High Angle
2454,Close-up,High Angle
2455,Close-up,High Angle
2456,Close-up,High Angle
2457,Close-up,High Angle
2458,Close-up,High Angle
2459,Close-up,High Angle
2460,Close-up,High Angle
2461,Close-up,High Angle
2462,Close-up,High Angle
2463,Close-up,High Angle
2464,Close-up,High Angle
2465,Close-up,High Angle
2466,Close-up,High Angle
2467,Close-up,High Angle
2468,Close-up,High Angle
2469,Close-up,High Angle
2470,Close-up,High Angle
2471,Close-up,High Angle
2472,Close-up,High Angle
2473,Close-up,High Angle
2474,Close-up,High Angle
2475,Close-up,High Angle
2476,Close-up,High Angle
2477,Close-up,High Angle
2478,Close-up,High Angle
2479,Close-up,High Angle
2480,Close-up,High Angle
2481,Close-up,High Angle
2482,Close-up,High Angle
2483,Medium Shot,High Angle
2484,Medium Shot,High Angle
2485,Close-up,High Angle
2486,Close-up,High Angle
2487,Close-up,High Angle
2488,Close-up,High Angle
2489,Close-up,High Angle
2490,Close-up,High Angle
2491,Close-up,High Angle
2492,Close-up,High Angle
2493,Close-up,High Angle
2494,Close-up,High Angle
2495,Close-up,High Angle
2496,Close-up,High Angle
2497,Close-up,High Angle
2498,Close-up,High Angle
2499,Close-up,High Angle
2500,Close-up,High Angle
2501,Close-up,High Angle
2502,Close-up,High Angle
2503,Close-up,High Angle
2504,Close-up,High Angle
2505,Close-up,High Angle
2506,Close-up,High Angle
2507,Close-up,High Angle
2508,Close-up,High Angle
2509,Close-up,High Angle
2510,Close-up,High Angle
2511,Close-up,High Angle
2512,Close-up,High Angle
2513,Close-up,High Angle
2514,Close-up,High Angle
2515,Close-up,High Angle
2516,Close-up,High Angle
2517,Close-up,High Angle
2518,Close-up,High Angle
2519,Close-up,High Angle
2520,Close-up,High Angle
2521,Close-up,High Angle
2522,Close-up,High Angle
2523,Close-up,High Angle
2524,Close-up,High Angle
2525,Close-up,High Angle
2526,Close-up,High Angle
2527,Close-up,High Angle
2528,Close-up,High Angle
2529,Close-up,High Angle
2530,Close-up,High Angle
2531,Close-up,High Angle
2532,Close-up,High Angle
2533,Close-up,High Angle
2534,Close-up,High Angle
2535,Close-up,High Angle
2536,Close-up,High Angle
2537,Close-up,High Angle
2538,Close-up,High Angle
2539,Close-up,High Angle
2540,Close-up,High Angle
2541,Close-up,High Angle
2542,Close-up,High Angle
2543,Close-up,High Angle
2544,Close-up,High Angle
2545,Close-up,High Angle
2546,Close-up,High Angle
2547,Close-up,High Angle
2548,Close-up,High Angle
2549,Close-up,High Angle
2550,Close-up,High Angle
2551,Close-up,High Angle
2552,Close-up,High Angle
2553,Close-up,Worm's Eye View
2554,Close-up,High Angle
2555,Close-up,High Angle
2556,Close-up,Worm's Eye View
2557,Close-up,Worm's Eye View
2558,Close-up,Worm's Eye View
2559,Close-up,Worm's Eye View
2560,Close-up,Worm's Eye View
2561,Close-up,Worm's Eye View
2562,Close-up,Worm's Eye View
2563,Close-up,Worm's Eye View
2564,Close-up,Worm's Eye View
2565,Close-up,Worm's Eye View
2566,Close-up,Worm's Eye View
2567,Close-up,High Angle
2568,Close-up,High Angle
2569,Close-up,Worm's Eye View
2570,Close-up,Worm's Eye View
2571,Close-up,High Angle
2572,Close-up,High Angle
2573,Close-up,High Angle
2574,Close-up,High Angle
2575,Close-up,High Angle
2576,Close-up,High Angle
2577,Close-up,High Angle
2578,Close-up,High Angle
2579,Close-up,High Angle
2580,Close-up,High Angle
2581,Close-up,High Angle
2582,Close-up,High Angle
2583,Close-up,High Angle
2584,Close-up,High Angle
2585,Close-up,High Angle
2586,Close-up,High Angle
2587,Close-up,High Angle
2588,Close-up,High Angle
2589,Close-up,High Angle
2590,Close-up,High Angle
2591,Close-up,High Angle
2592,Close-up,High Angle
2593,Close-up,High Angle
2594,Close-up,High Angle
2595,Close-up,High Angle
2596,Medium Shot,Worm's Eye View
2597,Medium Shot,Worm's Eye View
2598,Medium Shot,Worm's Eye View
2599,Medium Shot,Worm's Eye View
2600,Medium Shot,Worm's Eye View
2601,Medium Shot,Worm's Eye View
2602,Medium Shot,Worm's Eye View
2603,Medium Shot,Worm's Eye View
2604,Medium Shot,Worm's Eye View
2605,Medium Shot,Dutch Tilt
2606,Medium Shot,Dutch Tilt
2607,Medium Shot,Dutch Tilt
2608,Medium Shot,Worm's Eye View
2609,Medium Shot,Worm's Eye View
2610,Medium Shot,Worm's Eye View
2611,Medium Shot,Worm's Eye View
2612,Medium Shot,Worm's Eye View
2613,Medium Shot,Worm's Eye View
2614,Medium Shot,Worm's Eye View
2615,Medium Shot,Worm's Eye View
2616,Medium Shot,Worm's Eye View
2617,Medium Shot,Worm's Eye View
2618,Medium Shot,Worm's Eye View
2619,Medium Shot,Worm's Eye View
2620,Medium Shot,Worm's Eye View
2621,Medium Shot,Worm's Eye View
2622,Medium Shot,Worm's Eye View
2623,Medium Shot,Worm's Eye View
2624,Medium Shot,Worm's Eye View
2625,Medium Shot,Worm's Eye View
2626,Medium Shot,Worm's Eye View
2627,Medium Shot,Worm's Eye View
2628,Medium Shot,Worm's Eye View
2629,Medium Shot,Eye Level
2630,Medium Shot,Eye Level
2631,Medium Shot,Eye Level
2632,Medium Shot,Eye Level
2633,Medium Shot,Eye Level
2634,Medium Shot,Eye Level
2635,Medium Shot,Eye Level
2636,Medium Shot,Eye Level
2637,Medium Shot,Eye Level
2638,Medium Shot,Eye Level
2639,Medium Shot,Eye Level
2640,Medium Shot,Eye Level
2641,Medium Shot,Eye Level
2642,Medium Shot,Eye Level
2643,Medium Shot,Eye Level
2644,Medium Shot,Dutch Tilt
2645,Medium Shot,Dutch Tilt
2646,Medium Shot,Dutch Tilt
2647,Close-up,High Angle
2648,Close-up,High Angle
2649,Close-up,High Angle
2650,Close-up,High Angle
2651,Close-up,High Angle
2652,Close-up,High Angle
2653,Close-up,High Angle
2654,Close-up,High Angle
2655,Close-up,High Angle
2656,Close-up,High Angle
2657,Close-up,High Angle
2658,Close-up,High Angle
2659,Close-up,High Angle
2660,Close-up,High Angle
2661,Close-up,High Angle
2662,Close-up,High Angle
2663,Close-up,High Angle
2664,Close-up,High Angle
2665,Close-up,High Angle
2666,Close-up,High Angle
2667,Close-up,High Angle
2668,Close-up,High Angle
2669,Close-up,High Angle
2670,Close-up,High Angle
2671,Close-up,High Angle
2672,Close-up,High Angle
2673,Close-up,High Angle
2674,Close-up,High Angle
2675,Close-up,High Angle
2676,Close-up,High Angle
2677,Close-up,High Angle
2678,Close-up,High Angle
2679,Close-up,High Angle
2680,Close-up,High Angle
2681,Close-up,High Angle
2682,Close-up,High Angle
2683,Close-up,High Angle
2684,Close-up,High Angle
2685,Close-up,High Angle
2686,Close-up,High Angle
2687,Close-up,High Angle
2688,Close-up,High Angle
2689,Close-up,High Angle
2690,Close-up,High Angle
2691,Close-up,High Angle
2692,Close-up,High Angle
2693,Close-up,High Angle
2694,Close-up,High Angle
2695,Close-up,High Angle
2696,Close-up,High Angle
2697,Close-up,High Angle
2698,Close-up,High Angle
2699,Close-up,High Angle
2700,Close-up,High Angle
2701,Close-up,High Angle
2702,Close-up,High Angle
2703,Close-up,High Angle
2704,Close-up,High Angle
2705,Close-up,High Angle
2706,Close-up,High Angle
2707,Close-up,High Angle
2708,Close-up,High Angle
2709,Close-up,High Angle
2710,Close-up,High Angle
2711,Close-up,High Angle
2712,Close-up,High Angle
2713,Close-up,High Angle
2714,Close-up,High Angle
2715,Close-up,High Angle
2716,Close-up,High Angle
2717,Close-up,High Angle
2718,Close-up,High Angle
2719,Close-up,High Angle
2720,Close-up,High Angle
2721,Close-up,High Angle
2722,Close-up,High Angle
2723,Close-up,High Angle
2724,Close-up,High Angle
2725,Close-up,High Angle
2726,Close-up,High Angle
2727,Close-up,High Angle
2728,Close-up,High Angle
2729,Close-up,High Angle
2730,Close-up,High Angle
2731,Close-up,High Angle
2732,Close-up,High Angle
2733,Close-up,High Angle
2734,Close-up,High Angle
2735,Close-up,High Angle
2736,Close-up,High Angle
2737,Close-up,High Angle
2738,Close-up,High Angle
2739,Close-up,High Angle
2740,Close-up,High Angle
2741,Close-up,High Angle
2742,Close-up,High Angle
2743,Close-up,High Angle
2744,Close-up,High Angle
2745,Close-up,High Angle
2746,Close-up,High Angle
2747,Close-up,High Angle
2748,Close-up,High Angle
2749,Close-up,High Angle
2750,Close-up,High Angle
2751,Close-up,High Angle
2752,Close-up,High Angle
2753,Close-up,High Angle
2754,Close-up,High Angle
2755,Close-up,High Angle
2756,Close-up,High Angle
2757,Close-up,High Angle
2758,Close-up,High Angle
2759,Close-up,High Angle
2760,Close-up,High Angle
2761,Close-up,High Angle
2762,Close-up,High Angle
2763,Close-up,High Angle
2764,Close-up,High Angle
2765,Close-up,High Angle
2766,Close-up,High Angle
2767,Close-up,High Angle
2768,Close-up,High Angle
2769,Close-up,High Angle
2770,Close-up,High Angle
2771,Close-up,High Angle
2772,Close-up,High Angle
2773,Close-up,High Angle
2774,Close-up,High Angle
2775,Close-up,High Angle
2776,Close-up,High Angle
2777,Close-up,High Angle
2778,Close-up,High Angle
2779,Close-up,High Angle
2780,Close-up,High Angle
2781,Close-up,High Angle
2782,Close-up,High Angle
2783,Close-up,High Angle
2784,Close-up,High Angle
2785,Close-up,High Angle
