Frame,Angle,Level
4627,Close-up,High Angle
4628,Close-up,High Angle
4629,Close-up,High Angle
4630,Close-up,High Angle
4631,Close-up,High Angle
4632,Close-up,High Angle
4633,Close-up,High Angle
4634,Close-up,High Angle
4635,Close-up,High Angle
4636,Close-up,High Angle
4637,Close-up,High Angle
4638,Close-up,High Angle
4639,Close-up,High Angle
4640,Close-up,High Angle
4641,Close-up,High Angle
4642,Close-up,High Angle
4643,Close-up,High Angle
4644,Close-up,High Angle
4645,Close-up,High Angle
4646,Close-up,High Angle
4647,Close-up,High Angle
4648,Close-up,High Angle
4649,Close-up,High Angle
4650,Close-up,High Angle
4651,Close-up,High Angle
4652,Close-up,High Angle
4653,Close-up,High Angle
4654,Close-up,High Angle
4655,Close-up,High Angle
4656,Close-up,High Angle
4657,Close-up,High Angle
4658,Close-up,High Angle
4659,Close-up,High Angle
4660,Close-up,High Angle
4661,Close-up,High Angle
4662,Close-up,High Angle
4663,Close-up,High Angle
4664,Close-up,High Angle
4665,Close-up,High Angle
4666,Close-up,High Angle
4667,Close-up,High Angle
4668,Close-up,High Angle
4669,Close-up,High Angle
4670,Close-up,High Angle
4671,Close-up,High Angle
4672,Close-up,High Angle
4673,Close-up,High Angle
4674,Close-up,Worm's Eye View
4675,Close-up,High Angle
4676,Close-up,High Angle
4677,Close-up,High Angle
4678,Close-up,Worm's Eye View
4679,Close-up,Worm's Eye View
4680,Close-up,Worm's Eye View
4681,Close-up,Worm's Eye View
4682,Close-up,Worm's Eye View
4683,Close-up,Worm's Eye View
4684,Close-up,Worm's Eye View
4685,Close-up,Worm's Eye View
4686,Close-up,Worm's Eye View
4687,Close-up,Worm's Eye View
4688,Close-up,Worm's Eye View
4689,Close-up,Worm's Eye View
4690,Close-up,Worm's Eye View
4691,Close-up,Worm's Eye View
4692,Close-up,Worm's Eye View
4693,Close-up,Worm's Eye View
4694,Close-up,Worm's Eye View
4695,Close-up,Worm's Eye View
4696,Close-up,Worm's Eye View
4697,Over-the-Shoulder,Worm's Eye View
4698,Over-the-Shoulder,Worm's Eye View
4699,Close-up,Worm's Eye View
4700,Close-up,Worm's Eye View
4701,Close-up,Worm's Eye View
4702,Close-up,Worm's Eye View
4703,Close-up,Worm's Eye View
4704,Close-up,Worm's Eye View
4705,Close-up,Worm's Eye View
4706,Close-up,Worm's Eye View
4707,Close-up,Worm's Eye View
4708,Close-up,Worm's Eye View
4709,Close-up,High Angle
4710,Close-up,Worm's Eye View
4711,Close-up,Worm's Eye View
4712,Close-up,Dutch Tilt
4713,Close-up,Worm's Eye View
4714,Close-up,High Angle
4715,Close-up,Worm's Eye View
4716,Close-up,High Angle
4717,Close-up,High Angle
4718,Close-up,High Angle
4719,Close-up,High Angle
4720,Close-up,High Angle
4721,Close-up,High Angle
4722,Close-up,Low Angle
4723,Close-up,High Angle
4724,Close-up,High Angle
4725,Close-up,High Angle
4726,Close-up,Worm's Eye View
4727,Close-up,Worm's Eye View
4728,Close-up,Low Angle
4729,Close-up,Low Angle
4730,Close-up,Low Angle
4731,Close-up,Worm's Eye View
4732,Close-up,Worm's Eye View
4733,Close-up,Worm's Eye View
4734,Close-up,Worm's Eye View
4735,Close-up,Worm's Eye View
4736,Close-up,Worm's Eye View
4737,Close-up,Worm's Eye View
4738,Close-up,Worm's Eye View
4739,Close-up,High Angle
4740,Close-up,Worm's Eye View
4741,Close-up,Worm's Eye View
4742,Close-up,Worm's Eye View
4743,Close-up,Worm's Eye View
4744,Close-up,High Angle
4745,Close-up,High Angle
4746,Medium Shot,High Angle
4747,Medium Shot,Worm's Eye View
4748,Medium Shot,Worm's Eye View
4749,Medium Shot,High Angle
4750,Medium Shot,High Angle
4751,Medium Shot,High Angle
4752,Medium Shot,Eye Level
4753,Medium Shot,Eye Level
4754,Medium Shot,Eye Level
4755,Medium Shot,Eye Level
4756,Medium Shot,Eye Level
4757,Medium Shot,Eye Level
4758,Medium Shot,Eye Level
4759,Medium Shot,Eye Level
4760,Medium Shot,Eye Level
4761,Close-up,High Angle
4762,Close-up,High Angle
4763,Close-up,High Angle
4764,Close-up,High Angle
4765,Close-up,High Angle
4766,Close-up,High Angle
4767,Medium Shot,High Angle
4768,Medium Shot,High Angle
4769,Medium Shot,High Angle
4770,Medium Shot,High Angle
4771,Medium Shot,High Angle
4772,Medium Shot,High Angle
4773,Medium Shot,High Angle
4774,Medium Shot,High Angle
4775,Medium Shot,High Angle
4776,Medium Shot,High Angle
4777,Medium Shot,High Angle
4778,Medium Shot,High Angle
4779,Medium Shot,High Angle
4780,Medium Shot,High Angle
4781,Medium Shot,High Angle
4782,Medium Shot,High Angle
4783,Medium Shot,High Angle
4784,Medium Shot,High Angle
4785,Medium Shot,High Angle
4786,Medium Shot,High Angle
4787,Medium Shot,High Angle
4788,Medium Shot,High Angle
4789,Medium Shot,High Angle
4790,Medium Shot,High Angle
4791,Medium Shot,High Angle
4792,Medium Shot,High Angle
4793,Medium Shot,High Angle
4794,Medium Shot,High Angle
4795,Medium Shot,High Angle
4796,Medium Shot,High Angle
4797,Medium Shot,High Angle
4798,Close-up,High Angle
4799,Medium Shot,High Angle
4800,Medium Shot,High Angle
4801,Medium Shot,High Angle
4802,Medium Shot,Worm's Eye View
4803,Medium Shot,Worm's Eye View
4804,Medium Shot,Worm's Eye View
4805,Medium Shot,Worm's Eye View
4806,Medium Shot,Worm's Eye View
4807,Close-up,Worm's Eye View
4808,Medium Shot,Worm's Eye View
4809,Medium Shot,Worm's Eye View
4810,Medium Shot,Worm's Eye View
4811,Medium Shot,Worm's Eye View
4812,Medium Shot,Worm's Eye View
4813,Medium Shot,Worm's Eye View
4814,Medium Shot,Worm's Eye View
4815,Close-up,Worm's Eye View
4816,Close-up,Worm's Eye View
4817,Close-up,Worm's Eye View
4818,Close-up,Worm's Eye View
4819,Close-up,Worm's Eye View
4820,Close-up,Worm's Eye View
4821,Close-up,Worm's Eye View
4822,Close-up,Worm's Eye View
4823,Close-up,Worm's Eye View
4824,Close-up,Worm's Eye View
4825,Close-up,Worm's Eye View
4826,Close-up,Worm's Eye View
4827,Close-up,Worm's Eye View
4828,Close-up,Worm's Eye View
4829,Close-up,Worm's Eye View
4830,Close-up,Worm's Eye View
4831,Close-up,Worm's Eye View
4832,Close-up,Worm's Eye View
4833,Close-up,Worm's Eye View
4834,Close-up,Worm's Eye View
4835,Close-up,Worm's Eye View
4836,Close-up,Worm's Eye View
4837,Close-up,Worm's Eye View
4838,Close-up,Worm's Eye View
4839,Close-up,Worm's Eye View
4840,Close-up,Worm's Eye View
4841,Close-up,Worm's Eye View
4842,Close-up,Worm's Eye View
4843,Close-up,Worm's Eye View
4844,Close-up,Worm's Eye View
4845,Close-up,Worm's Eye View
4846,Close-up,High Angle
4847,Close-up,High Angle
4848,Close-up,High Angle
4849,Close-up,High Angle
4850,Close-up,High Angle
4851,Close-up,High Angle
4852,Close-up,High Angle
4853,Close-up,High Angle
4854,Close-up,High Angle
4855,Close-up,High Angle
4856,Close-up,High Angle
4857,Close-up,High Angle
4858,Close-up,High Angle
4859,Close-up,High Angle
4860,Close-up,High Angle
4861,Close-up,High Angle
4862,Close-up,High Angle
4863,Close-up,High Angle
4864,Close-up,High Angle
4865,Close-up,High Angle
4866,Close-up,High Angle
4867,Close-up,High Angle
4868,Close-up,High Angle
4869,Close-up,High Angle
4870,Close-up,High Angle
4871,Close-up,High Angle
4872,Close-up,High Angle
4873,Close-up,High Angle
4874,Medium Shot,Worm's Eye View
4875,Medium Shot,Worm's Eye View
4876,Medium Shot,Worm's Eye View
4877,Medium Shot,Worm's Eye View
4878,Medium Shot,Worm's Eye View
4879,Medium Shot,Worm's Eye View
4880,Medium Shot,Worm's Eye View
4881,Medium Shot,Worm's Eye View
4882,Medium Shot,Worm's Eye View
4883,Medium Shot,Worm's Eye View
4884,Medium Shot,Worm's Eye View
4885,Medium Shot,Worm's Eye View
4886,Medium Shot,Worm's Eye View
4887,Medium Shot,Worm's Eye View
4888,Medium Shot,Worm's Eye View
4889,Medium Shot,Worm's Eye View
4890,Medium Shot,Worm's Eye View
4891,Medium Shot,Worm's Eye View
4892,Medium Shot,Worm's Eye View
4893,Medium Shot,Worm's Eye View
4894,Medium Shot,Worm's Eye View
4895,Medium Shot,Worm's Eye View
4896,Medium Shot,Worm's Eye View
4897,Medium Shot,Worm's Eye View
4898,Medium Shot,Worm's Eye View
4899,Medium Shot,Worm's Eye View
4900,Medium Shot,Worm's Eye View
4901,Medium Shot,Worm's Eye View
4902,Medium Shot,Worm's Eye View
4903,Medium Shot,Worm's Eye View
4904,Medium Shot,Worm's Eye View
4905,Medium Shot,Worm's Eye View
4906,Medium Shot,Worm's Eye View
4907,Medium Shot,Worm's Eye View
4908,Medium Shot,Worm's Eye View
4909,Medium Shot,Worm's Eye View
4910,Medium Shot,Worm's Eye View
4911,Medium Shot,Worm's Eye View
4912,Medium Shot,Worm's Eye View
4913,Medium Shot,Worm's Eye View
4914,Medium Shot,Worm's Eye View
4915,Medium Shot,Worm's Eye View
4916,Medium Shot,Worm's Eye View
4917,Medium Shot,Worm's Eye View
4918,Medium Shot,Worm's Eye View
4919,Medium Shot,Worm's Eye View
4920,Medium Shot,Worm's Eye View
4921,Medium Shot,Worm's Eye View
4922,Medium Shot,Worm's Eye View
4923,Medium Shot,Worm's Eye View
4924,Medium Shot,Worm's Eye View
4925,Medium Shot,High Angle
4926,Medium Shot,Worm's Eye View
4927,Medium Shot,Worm's Eye View
4928,Medium Shot,Worm's Eye View
4929,Medium Shot,Worm's Eye View
4930,Medium Shot,Worm's Eye View
4931,Medium Shot,Worm's Eye View
4932,Medium Shot,Worm's Eye View
4933,Medium Shot,Worm's Eye View
4934,Medium Shot,Worm's Eye View
4935,Medium Shot,Worm's Eye View
4936,Medium Shot,Worm's Eye View
4937,Medium Shot,Worm's Eye View
4938,Medium Shot,High Angle
4939,Medium Shot,Worm's Eye View
4940,Medium Shot,Worm's Eye View
4941,Medium Shot,Worm's Eye View
4942,Medium Shot,Worm's Eye View
4943,Medium Shot,Worm's Eye View
4944,Medium Shot,Worm's Eye View
4945,Medium Shot,Worm's Eye View
4946,Medium Shot,Worm's Eye View
4947,Medium Shot,Worm's Eye View
4948,Medium Shot,Worm's Eye View
4949,Medium Shot,Worm's Eye View
4950,Medium Shot,Worm's Eye View
4951,Medium Shot,High Angle
4952,Medium Shot,Worm's Eye View
4953,Medium Shot,High Angle
4954,Medium Shot,High Angle
4955,Medium Shot,High Angle
4956,Medium Shot,High Angle
4957,Medium Shot,High Angle
4958,Medium Shot,Worm's Eye View
4959,Medium Shot,Worm's Eye View
4960,Medium Shot,Worm's Eye View
4961,Medium Shot,Worm's Eye View
4962,Medium Shot,Worm's Eye View
4963,Medium Shot,Worm's Eye View
4964,Medium Shot,Worm's Eye View
4965,Medium Shot,Worm's Eye View
4966,Medium Shot,Worm's Eye View
4967,Medium Shot,Worm's Eye View
4968,Medium Shot,Worm's Eye View
4969,Medium Shot,Worm's Eye View
4970,Medium Shot,Worm's Eye View
4971,Medium Shot,Worm's Eye View
4972,Medium Shot,Worm's Eye View
4973,Medium Shot,Worm's Eye View
4974,Medium Shot,Worm's Eye View
4975,Medium Shot,Worm's Eye View
4976,Medium Shot,Worm's Eye View
4977,Medium Shot,Worm's Eye View
4978,Medium Shot,Worm's Eye View
4979,Medium Shot,Worm's Eye View
4980,Medium Shot,Worm's Eye View
4981,Medium Shot,Worm's Eye View
4982,Medium Shot,Worm's Eye View
4983,Medium Shot,Worm's Eye View
4984,Medium Shot,Worm's Eye View
4985,Medium Shot,Worm's Eye View
4986,Medium Shot,Worm's Eye View
4987,Medium Shot,Worm's Eye View
4988,Medium Shot,Worm's Eye View
4989,Medium Shot,Worm's Eye View
4990,Medium Shot,Worm's Eye View
4991,Medium Shot,Worm's Eye View
4992,Medium Shot,Worm's Eye View
4993,Medium Shot,Worm's Eye View
4994,Medium Shot,Worm's Eye View
4995,Medium Shot,Worm's Eye View
4996,Medium Shot,Worm's Eye View
4997,Close-up,High Angle
4998,Close-up,High Angle
4999,Close-up,High Angle
5000,Close-up,High Angle
5001,Close-up,High Angle
5002,Close-up,High Angle
5003,Close-up,High Angle
5004,Close-up,High Angle
5005,Close-up,High Angle
5006,Close-up,High Angle
5007,Close-up,High Angle
5008,Close-up,High Angle
5009,Close-up,High Angle
5010,Close-up,High Angle
5011,Close-up,High Angle
5012,Close-up,High Angle
5013,Close-up,High Angle
5014,Close-up,High Angle
5015,Close-up,High Angle
5016,Close-up,High Angle
5017,Close-up,High Angle
5018,Close-up,High Angle
5019,Close-up,High Angle
5020,Close-up,High Angle
5021,Close-up,High Angle
5022,Close-up,Eye Level
5023,Over-the-Shoulder,Eye Level
5024,Over-the-Shoulder,Eye Level
5025,Close-up,Eye Level
5026,Close-up,Eye Level
5027,Close-up,Eye Level
5028,Close-up,Eye Level
5029,Close-up,Eye Level
5030,Close-up,Eye Level
5031,Close-up,Eye Level
5032,Close-up,Eye Level
5033,Close-up,Eye Level
5034,Close-up,Eye Level
5035,Close-up,Eye Level
5036,Close-up,Eye Level
5037,Close-up,Eye Level
5038,Medium Shot,Eye Level
5039,Medium Shot,Eye Level
5040,Medium Shot,Eye Level
5041,Medium Shot,Eye Level
5042,Medium Shot,Eye Level
5043,Medium Shot,Eye Level
5044,Medium Shot,Eye Level
5045,Medium Shot,Eye Level
5046,Medium Shot,Eye Level
5047,Medium Shot,Eye Level
5048,Medium Shot,Eye Level
5049,Medium Shot,Eye Level
5050,Medium Shot,Eye Level
5051,Medium Shot,Eye Level
5052,Medium Shot,Eye Level
5053,Medium Shot,Eye Level
5054,Low Angle,Eye Level
5055,Low Angle,Eye Level
5056,Medium Shot,Eye Level
5057,Medium Shot,Eye Level
5058,Medium Shot,Eye Level
5059,Low Angle,Eye Level
5060,Medium Shot,Eye Level
5061,Medium Shot,Eye Level
5062,Medium Shot,Eye Level
5063,Medium Shot,Eye Level
5064,Low Angle,Eye Level
5065,Medium Shot,Eye Level
5066,Medium Shot,Eye Level
5067,Medium Shot,Eye Level
5068,Medium Shot,Eye Level
5069,Medium Shot,Eye Level
5070,Medium Shot,Eye Level
5071,Medium Shot,Eye Level
5072,Medium Shot,Eye Level
5073,Medium Shot,Eye Level
5074,Medium Shot,Eye Level
5075,Close-up,Eye Level
5076,Close-up,Eye Level
5077,Close-up,Eye Level
5078,Close-up,Eye Level
5079,Close-up,Eye Level
5080,Close-up,Eye Level
5081,Close-up,Eye Level
5082,Close-up,Eye Level
5083,Close-up,Eye Level
5084,Close-up,Eye Level
5085,Close-up,Eye Level
5086,Close-up,Eye Level
5087,Close-up,Eye Level
5088,Close-up,Eye Level
5089,Close-up,Eye Level
5090,Close-up,Eye Level
5091,Close-up,Eye Level
5092,Close-up,Eye Level
5093,Close-up,Eye Level
5094,Close-up,Eye Level
5095,Close-up,Eye Level
5096,Close-up,Eye Level
5097,Close-up,Eye Level
5098,Close-up,Eye Level
5099,Close-up,Eye Level
5100,Close-up,Eye Level
5101,Close-up,Eye Level
5102,Close-up,Eye Level
5103,Close-up,Eye Level
5104,Close-up,Eye Level
5105,Close-up,Eye Level
5106,Close-up,Eye Level
5107,Close-up,Eye Level
5108,Close-up,Eye Level
5109,Close-up,Eye Level
5110,Close-up,Eye Level
5111,Medium Shot,High Angle
5112,Medium Shot,High Angle
5113,Medium Shot,High Angle
5114,Medium Shot,High Angle
5115,Medium Shot,High Angle
5116,Medium Shot,High Angle
5117,Medium Shot,High Angle
5118,Medium Shot,High Angle
5119,Medium Shot,High Angle
5120,Medium Shot,High Angle
5121,Medium Shot,High Angle
5122,Medium Shot,High Angle
5123,Medium Shot,High Angle
5124,Medium Shot,High Angle
5125,Medium Shot,High Angle
5126,Medium Shot,High Angle
5127,Medium Shot,High Angle
5128,Medium Shot,Worm's Eye View
5129,Medium Shot,High Angle
5130,Medium Shot,Worm's Eye View
5131,Medium Shot,Worm's Eye View
5132,Medium Shot,Worm's Eye View
5133,Medium Shot,Worm's Eye View
5134,Medium Shot,Worm's Eye View
5135,Medium Shot,Worm's Eye View
5136,Medium Shot,Worm's Eye View
5137,Medium Shot,Worm's Eye View
5138,Medium Shot,High Angle
5139,Medium Shot,High Angle
5140,Medium Shot,High Angle
5141,Medium Shot,High Angle
5142,Medium Shot,High Angle
5143,Medium Shot,High Angle
5144,Medium Shot,High Angle
5145,Medium Shot,High Angle
5146,Medium Shot,High Angle
5147,Medium Shot,High Angle
5148,Medium Shot,High Angle
5149,Medium Shot,High Angle
5150,Medium Shot,High Angle
5151,Medium Shot,High Angle
5152,Medium Shot,High Angle
5153,Medium Shot,High Angle
5154,Medium Shot,High Angle
5155,Medium Shot,High Angle
5156,Close-up,High Angle
5157,Close-up,High Angle
5158,Close-up,High Angle
5159,Close-up,High Angle
5160,Close-up,High Angle
5161,Close-up,High Angle
5162,Close-up,High Angle
5163,Close-up,High Angle
5164,Close-up,High Angle
5165,Close-up,High Angle
5166,Close-up,High Angle
5167,Close-up,High Angle
5168,Medium Shot,High Angle
5169,Close-up,High Angle
5170,Close-up,High Angle
5171,Medium Shot,High Angle
5172,Medium Shot,High Angle
5173,Close-up,High Angle
5174,Close-up,High Angle
5175,Close-up,High Angle
5176,Close-up,High Angle
5177,Close-up,High Angle
5178,Close-up,High Angle
5179,Close-up,High Angle
5180,Close-up,High Angle
5181,Close-up,High Angle
5182,Close-up,High Angle
5183,Close-up,High Angle
5184,Close-up,High Angle
5185,Close-up,High Angle
5186,Close-up,High Angle
5187,Close-up,High Angle
5188,Close-up,High Angle
5189,Close-up,High Angle
5190,Close-up,High Angle
5191,Close-up,High Angle
5192,Close-up,High Angle
5193,Medium Shot,High Angle
5194,Medium Shot,High Angle
5195,Medium Shot,High Angle
5196,Medium Shot,High Angle
5197,Medium Shot,High Angle
5198,Medium Shot,High Angle
5199,Medium Shot,High Angle
5200,Medium Shot,High Angle
5201,Medium Shot,High Angle
5202,Medium Shot,High Angle
5203,Medium Shot,High Angle
5204,Medium Shot,High Angle
5205,Medium Shot,High Angle
5206,Medium Shot,High Angle
5207,Medium Shot,High Angle
5208,Medium Shot,High Angle
5209,Medium Shot,High Angle
5210,Medium Shot,High Angle
5211,Medium Shot,High Angle
5212,Medium Shot,High Angle
5213,Medium Shot,High Angle
5214,Medium Shot,High Angle
5215,Medium Shot,High Angle
5216,Medium Shot,High Angle
5217,Medium Shot,High Angle
5218,Medium Shot,High Angle
5219,Medium Shot,High Angle
5220,Medium Shot,High Angle
5221,Medium Shot,High Angle
5222,Medium Shot,High Angle
5223,Medium Shot,High Angle
5224,Medium Shot,High Angle
5225,Medium Shot,High Angle
5226,Medium Shot,High Angle
5227,Medium Shot,High Angle
5228,Medium Shot,High Angle
5229,Medium Shot,High Angle
5230,Medium Shot,High Angle
5231,Medium Shot,High Angle
5232,Medium Shot,High Angle
5233,Medium Shot,High Angle
5234,Medium Shot,High Angle
5235,Medium Shot,High Angle
5236,Medium Shot,High Angle
5237,Medium Shot,High Angle
5238,Medium Shot,High Angle
5239,Medium Shot,High Angle
5240,Medium Shot,High Angle
5241,Medium Shot,High Angle
5242,Medium Shot,High Angle
5243,Medium Shot,High Angle
5244,Medium Shot,High Angle
5245,Medium Shot,High Angle
5246,Medium Shot,High Angle
5247,Medium Shot,High Angle
5248,Medium Shot,High Angle
5249,Medium Shot,High Angle
5250,Medium Shot,High Angle
5251,Medium Shot,High Angle
5252,Medium Shot,High Angle
5253,Medium Shot,High Angle
5254,Medium Shot,High Angle
5255,Medium Shot,High Angle
5256,Medium Shot,High Angle
5257,Medium Shot,High Angle
5258,Medium Shot,High Angle
5259,Medium Shot,High Angle
5260,Medium Shot,High Angle
5261,Medium Shot,High Angle
5262,Medium Shot,High Angle
5263,Medium Shot,High Angle
5264,Medium Shot,High Angle
5265,Medium Shot,High Angle
5266,Medium Shot,High Angle
5267,Medium Shot,High Angle
5268,Medium Shot,High Angle
5269,Medium Shot,High Angle
5270,Medium Shot,High Angle
5271,Medium Shot,High Angle
5272,Medium Shot,High Angle
5273,Medium Shot,High Angle
5274,Medium Shot,High Angle
5275,Medium Shot,High Angle
5276,Medium Shot,High Angle
5277,Medium Shot,High Angle
5278,Medium Shot,High Angle
5279,Medium Shot,High Angle
5280,Medium Shot,High Angle
5281,Medium Shot,High Angle
5282,Medium Shot,High Angle
5283,Medium Shot,High Angle
5284,Medium Shot,High Angle
5285,Close-up,High Angle
5286,Close-up,High Angle
5287,Close-up,High Angle
5288,Close-up,High Angle
5289,Close-up,High Angle
5290,Close-up,High Angle
5291,Medium Shot,High Angle
5292,Medium Shot,High Angle
5293,Medium Shot,High Angle
5294,Medium Shot,High Angle
5295,Medium Shot,High Angle
5296,Medium Shot,High Angle
5297,Medium Shot,High Angle
5298,Medium Shot,High Angle
5299,Medium Shot,High Angle
5300,Medium Shot,High Angle
5301,Medium Shot,High Angle
5302,Medium Shot,High Angle
5303,Medium Shot,High Angle
5304,Medium Shot,High Angle
5305,Medium Shot,High Angle
5306,Medium Shot,High Angle
5307,Medium Shot,High Angle
5308,Medium Shot,High Angle
5309,Medium Shot,High Angle
5310,Medium Shot,High Angle
5311,Medium Shot,High Angle
5312,Medium Shot,High Angle
5313,Medium Shot,High Angle
5314,Close-up,High Angle
5315,Close-up,High Angle
5316,Close-up,High Angle
5317,Close-up,High Angle
5318,Close-up,High Angle
5319,Close-up,High Angle
5320,Close-up,High Angle
5321,Medium Shot,High Angle
5322,Medium Shot,High Angle
5323,Medium Shot,High Angle
5324,Medium Shot,High Angle
5325,Medium Shot,High Angle
5326,Medium Shot,High Angle
5327,Medium Shot,High Angle
5328,Medium Shot,High Angle
5329,Medium Shot,High Angle
5330,Medium Shot,High Angle
5331,Medium Shot,High Angle
5332,Medium Shot,High Angle
5333,Medium Shot,High Angle
5334,Medium Shot,High Angle
5335,Medium Shot,Worm's Eye View
5336,Medium Shot,Worm's Eye View
5337,Medium Shot,Worm's Eye View
5338,Medium Shot,Worm's Eye View
5339,Medium Shot,High Angle
5340,Medium Shot,High Angle
5341,Medium Shot,Worm's Eye View
5342,Medium Shot,High Angle
5343,Medium Shot,High Angle
5344,Medium Shot,High Angle
5345,Medium Shot,High Angle
5346,Medium Shot,High Angle
5347,Medium Shot,High Angle
5348,Medium Shot,High Angle
5349,Medium Shot,High Angle
5350,Medium Shot,High Angle
5351,Medium Shot,High Angle
5352,Medium Shot,High Angle
5353,Medium Shot,High Angle
5354,Medium Shot,High Angle
5355,Medium Shot,High Angle
5356,Medium Shot,High Angle
5357,Medium Shot,High Angle
5358,Medium Shot,High Angle
5359,Medium Shot,High Angle
5360,Medium Shot,High Angle
5361,Medium Shot,High Angle
5362,Medium Shot,High Angle
5363,Close-up,High Angle
5364,Close-up,High Angle
5365,Close-up,High Angle
5366,Close-up,High Angle
5367,Close-up,High Angle
5368,Medium Shot,High Angle
5369,Medium Shot,High Angle
5370,Medium Shot,High Angle
5371,Medium Shot,High Angle
5372,Close-up,High Angle
5373,Close-up,High Angle
5374,Close-up,High Angle
5375,Close-up,High Angle
5376,Close-up,High Angle
5377,Close-up,High Angle
5378,Close-up,High Angle
5379,Close-up,High Angle
5380,Close-up,High Angle
5381,Close-up,High Angle
5382,Close-up,High Angle
5383,Close-up,High Angle
5384,Close-up,High Angle
5385,Close-up,High Angle
5386,Close-up,High Angle
5387,Close-up,High Angle
5388,Close-up,High Angle
5389,Close-up,High Angle
5390,Close-up,High Angle
5391,Close-up,High Angle
5392,Close-up,High Angle
5393,Close-up,High Angle
5394,Medium Shot,High Angle
5395,Close-up,High Angle
5396,Close-up,High Angle
5397,Close-up,High Angle
5398,Close-up,High Angle
5399,Close-up,High Angle
5400,Close-up,High Angle
5401,Medium Shot,High Angle
5402,Medium Shot,High Angle
5403,Medium Shot,High Angle
5404,Medium Shot,High Angle
5405,Medium Shot,High Angle
5406,Medium Shot,High Angle
5407,Medium Shot,High Angle
5408,Medium Shot,High Angle
5409,Medium Shot,High Angle
5410,Medium Shot,High Angle
5411,Medium Shot,High Angle
5412,Medium Shot,High Angle
5413,Medium Shot,High Angle
5414,Medium Shot,High Angle
5415,Medium Shot,High Angle
5416,Medium Shot,High Angle
5417,Medium Shot,High Angle
5418,Medium Shot,High Angle
5419,Medium Shot,High Angle
5420,Medium Shot,High Angle
5421,Medium Shot,High Angle
5422,Medium Shot,High Angle
5423,Medium Shot,High Angle
5424,Medium Shot,High Angle
5425,Medium Shot,High Angle
5426,Close-up,High Angle
5427,Close-up,High Angle
5428,Close-up,High Angle
5429,Medium Shot,High Angle
5430,Medium Shot,High Angle
5431,Medium Shot,High Angle
5432,Medium Shot,High Angle
5433,Close-up,High Angle
5434,Close-up,High Angle
5435,Close-up,High Angle
5436,Close-up,High Angle
5437,Medium Shot,Worm's Eye View
5438,Medium Shot,Worm's Eye View
5439,Medium Shot,Worm's Eye View
5440,Medium Shot,Worm's Eye View
5441,Medium Shot,Worm's Eye View
5442,Medium Shot,Worm's Eye View
5443,Medium Shot,Worm's Eye View
5444,Medium Shot,Worm's Eye View
5445,Medium Shot,Worm's Eye View
5446,Medium Shot,Worm's Eye View
5447,Medium Shot,Worm's Eye View
5448,Medium Shot,Worm's Eye View
5449,Medium Shot,Worm's Eye View
5450,Medium Shot,Worm's Eye View
5451,Medium Shot,Worm's Eye View
5452,Medium Shot,Worm's Eye View
5453,Medium Shot,High Angle
5454,Medium Shot,High Angle
5455,Medium Shot,High Angle
5456,Medium Shot,High Angle
5457,Medium Shot,High Angle
5458,Medium Shot,High Angle
5459,Medium Shot,High Angle
5460,Medium Shot,High Angle
5461,Medium Shot,High Angle
5462,Medium Shot,High Angle
5463,Medium Shot,High Angle
5464,Medium Shot,High Angle
5465,Medium Shot,High Angle
5466,Medium Shot,Worm's Eye View
5467,Medium Shot,Worm's Eye View
5468,Medium Shot,Worm's Eye View
5469,Medium Shot,Worm's Eye View
5470,Medium Shot,Worm's Eye View
5471,Medium Shot,Worm's Eye View
5472,Medium Shot,Worm's Eye View
5473,Medium Shot,Worm's Eye View
5474,Medium Shot,Worm's Eye View
5475,Medium Shot,Worm's Eye View
5476,Medium Shot,Worm's Eye View
5477,Medium Shot,Worm's Eye View
5478,Medium Shot,Worm's Eye View
5479,Medium Shot,Worm's Eye View
5480,Medium Shot,Worm's Eye View
5481,Medium Shot,Worm's Eye View
5482,Medium Shot,Worm's Eye View
5483,Medium Shot,Worm's Eye View
5484,Close-up,Worm's Eye View
5485,Medium Shot,High Angle
5486,Medium Shot,Worm's Eye View
5487,Medium Shot,Worm's Eye View
5488,Medium Shot,Worm's Eye View
5489,Medium Shot,Worm's Eye View
5490,Medium Shot,Worm's Eye View
5491,Medium Shot,Worm's Eye View
5492,Medium Shot,Worm's Eye View
5493,Medium Shot,Worm's Eye View
5494,Medium Shot,Worm's Eye View
5495,Medium Shot,Worm's Eye View
5496,Medium Shot,Worm's Eye View
5497,Medium Shot,Worm's Eye View
5498,Medium Shot,Worm's Eye View
5499,Medium Shot,Worm's Eye View
5500,Medium Shot,Worm's Eye View
5501,Medium Shot,Worm's Eye View
5502,Medium Shot,Worm's Eye View
5503,Medium Shot,Worm's Eye View
5504,Medium Shot,Worm's Eye View
5505,Medium Shot,Worm's Eye View
5506,Medium Shot,Worm's Eye View
5507,Medium Shot,Worm's Eye View
5508,Medium Shot,Worm's Eye View
5509,Medium Shot,Worm's Eye View
5510,Medium Shot,Worm's Eye View
5511,Medium Shot,Worm's Eye View
5512,Medium Shot,Worm's Eye View
5513,Medium Shot,Worm's Eye View
5514,Medium Shot,Worm's Eye View
5515,Medium Shot,Worm's Eye View
5516,Medium Shot,Worm's Eye View
5517,Medium Shot,Worm's Eye View
5518,Medium Shot,Worm's Eye View
